country;year;CENT;CENTconf;CENTratio;CENTunion;CONCconf;CONCunion
Croatia;1990;;;;;;
Croatia;1989;;;;;;
Croatia;1988;;;;;;
Croatia;1987;;;;;;
Croatia;1986;;;;;;
Croatia;1985;;;;;;
Croatia;1984;;;;;;
Croatia;1983;;;;;;
Croatia;1982;;;;;;
Croatia;1981;;;;;;
Croatia;1980;;;;;;
Croatia;1979;;;;;;
Croatia;1978;;;;;;
Croatia;1977;;;;;;
Croatia;1976;;;;;;
Croatia;1975;;;;;;
Croatia;1974;;;;;;
Croatia;1973;;;;;;
Croatia;1972;;;;;;
Croatia;1971;;;;;;
Croatia;1970;;;;;;
Croatia;1969;;;;;;
Croatia;1968;;;;;;
Croatia;1967;;;;;;
Croatia;1966;;;;;;
Croatia;1965;;;;;;
Croatia;1964;;;;;;
Croatia;1963;;;;;;
Croatia;1962;;;;;;
Croatia;1961;;;;;;
Croatia;1960;;;;;;
Cyprus;2017;;;;;;
Cyprus;2016;0.279062487;0.156587999;1.278535662;0.122474487;0.245198016;0.15
Cyprus;2015;0.277000526;0.154526039;1.261699826;0.122474487;0.238782967;0.15
Cyprus;2014;0.278617727;0.15614324;1.274904218;0.122474487;0.243807115;0.15
Cyprus;2013;0.280194305;0.157719818;1.287776923;0.122474487;0.24875541;0.15
Cyprus;2012;0.281395075;0.158920588;1.297581165;0.122474487;0.252557532;0.15
Cyprus;2011;0.282292856;0.159818369;1.30491152;0.122474487;0.255419111;0.15
Cyprus;2010;0.284474366;0.161999879;1.322723476;0.122474487;0.262439609;0.15
Cyprus;2009;0.287094362;0.164619875;1.344115652;0.122474487;0.270997033;0.15
Cyprus;2008;0.290121659;0.167647172;1.36883343;0.122474487;0.281055744;0.15
Cyprus;2007;0.290137897;0.16766341;1.368966006;0.122474487;0.281110189;0.15
Cyprus;2006;0.289682653;0.167208166;1.365248958;0.122474487;0.279585707;0.15
Cyprus;2005;0.290742572;0.168268085;1.373903157;0.122474487;0.283141483;0.15
Cyprus;2004;0.291323076;0.168848589;1.378642954;0.122474487;0.285098459;0.15
Cyprus;2003;0.291400815;0.168926328;1.379277691;0.122474487;0.285361042;0.15
Cyprus;2002;;;;;;
Cyprus;2001;;;;;;
Cyprus;2000;0.288248362;0.165773875;1.35353802;0.122474487;0.274809776;0.15
Cyprus;1999;;;;;;
Cyprus;1998;0.290278108;0.167803621;1.370110826;0.122474487;0.281580551;0.15
Cyprus;1997;;;;;;
Cyprus;1996;;;;;;
Cyprus;1995;0.293616642;0.171142155;1.397369842;0.122474487;0.292896371;0.15
Cyprus;1994;;;;;;
Cyprus;1993;0.293758573;0.171284086;1.398528708;0.122474487;0.293382382;0.15
Cyprus;1992;;;;;;
Cyprus;1991;;;;;;
Cyprus;1990;0.299863988;0.177389501;1.448379211;0.122474487;0.314670351;0.15
Cyprus;1989;;;;;;
Cyprus;1988;;;;;;
Cyprus;1987;;;;;;
Cyprus;1986;;;;;;
Cyprus;1985;;;;;;
Cyprus;1984;;;;;;
Cyprus;1983;;;;;;
Cyprus;1982;;;;;;
Cyprus;1981;;;;;;
Cyprus;1980;;;;;;
Cyprus;1979;;;;;;
Cyprus;1978;;;;;;
Cyprus;1977;;;;;;
Cyprus;1976;;;;;;
Cyprus;1975;;;;;;
Cyprus;1974;;;;;;
Cyprus;1973;;;;;;
Cyprus;1972;;;;;;
Cyprus;1971;;;;;;
Cyprus;1970;;;;;;
Cyprus;1969;;;;;;
Cyprus;1968;;;;;;
Cyprus;1967;;;;;;
Cyprus;1966;;;;;;
Cyprus;1965;;;;;;
Cyprus;1964;;;;;;
Cyprus;1963;;;;;;
Cyprus;1962;;;;;;
Cyprus;1961;;;;;;
Cyprus;1960;;;;;;
Czech Republic;2017;0.496927337;0.270653167;1.19612931;0.22627417;0.366265684;0.128
Czech Republic;2016;0.497346498;0.271072328;1.197981759;0.22627417;0.367401036;0.128
Czech Republic;2015;0.494850209;0.269461656;1.195542772;0.225388553;0.36304792;0.127
Czech Republic;2014;0.553508892;0.318562089;1.355890294;0.234946802;0.507409023;0.138
Czech Republic;2013;0.554806797;0.320712799;1.370017178;0.234093998;0.514283497;0.137
Czech Republic;2012;0.547221791;0.313983716;1.346194074;0.233238076;0.492928868;0.136
Czech Republic;2011;0.546151477;0.312913401;1.341605138;0.233238076;0.489573982;0.136
Czech Republic;2010;0.549745102;0.316507026;1.357012679;0.233238076;0.500883488;0.136
Czech Republic;2009;0.552164382;0.318926306;1.367385258;0.233238076;0.508569945;0.136
Czech Republic;2008;0.552870592;0.319632516;1.370413107;0.233238076;0.510824726;0.136
Czech Republic;2007;0.550549952;0.322514867;1.414321251;0.228035085;0.520079196;0.13
Czech Republic;2006;0.549515673;0.321480588;1.409785639;0.228035085;0.516748843;0.13
Czech Republic;2005;0.55084472;0.326345277;1.453657399;0.224499443;0.532506198;0.126
Czech Republic;2004;0.552737629;0.328238186;1.462089088;0.224499443;0.538701535;0.126
Czech Republic;2003;0.566458794;0.356697025;1.700486343;0.20976177;0.636163837;0.11
Czech Republic;2002;0.585875063;0.376113293;1.793049771;0.20976177;0.707306046;0.11
Czech Republic;2001;0.588945493;0.379183723;1.807687474;0.20976177;0.718901481;0.11
Czech Republic;2000;0.592986392;0.383224622;1.826951703;0.20976177;0.734305556;0.11
Czech Republic;1999;0.589577971;0.389577971;1.947889857;0.2;0.758854979;0.1
Czech Republic;1998;0.594793545;0.394793545;1.973967724;0.2;0.779309715;0.1
Czech Republic;1997;0.598080638;0.398080638;1.990403189;0.2;0.792340971;0.1
Czech Republic;1996;0.616910925;0.416910925;2.084554625;0.2;0.869073597;0.1
Czech Republic;1995;0.619640062;0.419640062;2.098200311;0.2;0.880488909;0.1
Czech Republic;1994;0.974596669;0.774596669;3.872983346;0.2;1;0.1
Czech Republic;1993;0.974596669;0.774596669;3.872983346;0.2;1;0.1
Czech Republic;1992;0.974596669;0.774596669;3.872983346;0.2;1;0.1
Czech Republic;1991;0.974596669;0.774596669;3.872983346;0.2;1;0.1
Czech Republic;1990;0.974596669;0.774596669;3.872983346;0.2;1;0.1
Czech Republic;1989;;;;;;
Czech Republic;1988;;;;;;
Czech Republic;1987;;;;;;
Czech Republic;1986;;;;;;
Czech Republic;1985;;;;;;
Czech Republic;1984;;;;;;
Czech Republic;1983;;;;;;
Czech Republic;1982;;;;;;
Czech Republic;1981;;;;;;
Czech Republic;1980;;;;;;
Czech Republic;1979;;;;;;
Czech Republic;1978;;;;;;
Czech Republic;1977;;;;;;
Czech Republic;1976;;;;;;
Czech Republic;1975;;;;;;
Czech Republic;1974;;;;;;
Czech Republic;1973;;;;;;
Czech Republic;1972;;;;;;
Czech Republic;1971;;;;;;
Czech Republic;1970;;;;;;
Czech Republic;1969;;;;;;
Czech Republic;1968;;;;;;
Czech Republic;1967;;;;;;
Czech Republic;1966;;;;;;
Czech Republic;1965;;;;;;
Czech Republic;1964;;;;;;
Czech Republic;1963;;;;;;
Czech Republic;1962;;;;;;
Czech Republic;1961;;;;;;
Czech Republic;1960;;;;;;
Denmark;2017;;;;;;0.216
Denmark;2016;0.701707603;0.318301813;0.830195634;0.38340579;0.253290111;0.21
Denmark;2015;0.706406548;0.323000758;0.842451434;0.38340579;0.260823724;0.21
Denmark;2014;0.70525461;0.331088871;0.884872229;0.374165739;0.274049602;0.2
Denmark;2013;0.709474151;0.338461708;0.912265115;0.371012443;0.28639082;0.196643189
Denmark;2012;0.714652513;0.340763289;0.911401736;0.373889225;0.290299047;0.199704503
Denmark;2011;0.746467917;0.366932758;0.966795168;0.379535159;0.336599122;0.205781339
Denmark;2010;0.766660636;0.384505712;1.006151399;0.382154925;0.369611606;0.20863198
Denmark;2009;0.748231883;0.390624886;1.092330098;0.357606997;0.381469504;0.182689663
Denmark;2008;0.757230886;0.396156535;1.097160552;0.361074352;0.39235;0.186249553
Denmark;2007;0.76628059;0.404072999;1.115584018;0.362207591;0.408187472;0.187420484
Denmark;2006;0.77579488;0.413993829;1.14425823;0.36180105;0.428477227;0.187
Denmark;2005;0.779291624;0.418459253;1.159705411;0.360832371;0.437770366;0.186
Denmark;2004;0.744348334;0.425757687;1.336378491;0.318590646;0.453174021;0.145
Denmark;2003;0.751212043;0.432621396;1.357922466;0.318590646;0.467903181;0.145
Denmark;2002;0.752585781;0.435095623;1.3704224;0.317490157;0.473270504;0.144
Denmark;2001;0.75377913;0.43739329;1.382467967;0.31638584;0.478282224;0.143
Denmark;2000;0.755842884;0.440565229;1.397388052;0.315277655;0.485244302;0.142
Denmark;1999;0.755909125;0.441743564;1.406085255;0.314165561;0.48784344;0.141
Denmark;1998;0.759174853;0.445009292;1.416480182;0.314165561;0.495083174;0.141
Denmark;1997;0.760361728;0.447312211;1.428886443;0.313049517;0.500220535;0.14
Denmark;1996;0.76042036;0.449614955;1.446612406;0.310805405;0.50538402;0.138
Denmark;1995;0.76165802;0.453113048;1.468547823;0.308544972;0.513278585;0.136
Denmark;1994;0.763588983;0.45618046;1.483955147;0.307408523;0.52025153;0.135
Denmark;1993;0.762648198;0.456380341;1.490134636;0.306267857;0.520707539;0.134
Denmark;1992;0.754852342;0.449729416;1.473928628;0.305122926;0.505641368;0.133
Denmark;1991;0.75098568;0.448165601;1.479973202;0.302820079;0.502131015;0.131
Denmark;1990;0.754362037;0.452699974;1.500685801;0.301662063;0.512343166;0.13
Denmark;1989;0.772120502;0.450872934;1.40350614;0.321247568;0.508216007;0.129
Denmark;1988;0.773279004;0.452031436;1.407112398;0.321247568;0.510831047;0.129
Denmark;1987;0.77757594;0.456328372;1.420488174;0.321247568;0.520588957;0.129
Denmark;1986;0.87528954;0.554041972;1.724657326;0.321247568;0.511604177;0.129
Denmark;1985;0.88094244;0.559694871;1.742254034;0.321247568;0.522097249;0.129
Denmark;1984;0.885691135;0.561962854;1.735909053;0.323728281;0.526337082;0.131
Denmark;1983;0.895266839;0.56907671;1.74461659;0.326190129;0.53974717;0.133
Denmark;1982;0.894972168;0.566338633;1.723313581;0.328633535;0.534565745;0.135
Denmark;1981;0.896838592;0.566990142;1.718941355;0.32984845;0.535796368;0.136
Denmark;1980;0.898057104;0.56579215;1.702834265;0.332264955;0.533534594;0.138
Denmark;1979;0.89455624;0.565922705;1.722047952;0.328633535;0.533780847;0.135
Denmark;1978;0.893812953;0.568851417;1.750519227;0.324961536;0.539319891;0.132
Denmark;1977;0.895106669;0.571378387;1.764993733;0.323728281;0.544122103;0.131
Denmark;1976;0.893480998;0.570990688;1.77056696;0.32249031;0.543383943;0.13
Denmark;1975;0.890257809;0.569010241;1.771251512;0.321247568;0.53962109;0.129
Denmark;1974;0.897926201;0.575435891;1.784350949;0.32249031;0.55187744;0.13
Denmark;1973;0.911993893;0.588265612;1.817158544;0.323728281;0.576760717;0.131
Denmark;1972;0.919200978;0.594239442;1.828645471;0.324961536;0.58853419;0.132
Denmark;1971;0.921533053;0.595342924;1.825140836;0.326190129;0.590721995;0.133
Denmark;1970;0.939692266;0.613502137;1.880811475;0.326190129;0.62730812;0.133
Denmark;1969;0.94559114;0.619401011;1.898895634;0.326190129;0.639429354;0.133
Denmark;1968;0.945352092;0.620390556;1.909119962;0.324961536;0.641474069;0.132
Denmark;1967;0.943070526;0.61810899;1.902098929;0.324961536;0.636764539;0.132
Denmark;1966;0.940799643;0.617071362;1.906139804;0.323728281;0.634628444;0.131
Denmark;1965;0.95146568;0.627737399;1.939087301;0.323728281;0.65675707;0.131
Denmark;1964;0.956667492;0.631705956;1.9439407;0.324961536;0.665087359;0.132
Denmark;1963;0.95910128;0.634139744;1.951430165;0.324961536;0.670222025;0.132
Denmark;1962;0.962050394;0.635860265;1.949354715;0.326190129;0.673863795;0.133
Denmark;1961;0.964292196;0.638102067;1.9562274;0.326190129;0.678623747;0.133
Denmark;1960;0.968469244;0.641055133;1.957933735;0.327414111;0.684919473;0.134
Estonia;2017;;;;;0.463459024;
Estonia;2016;;;;;0.471095398;
Estonia;2015;;;;;0.494031221;
Estonia;2014;;;;;0.505777778;
Estonia;2013;;;;;0.521367521;
Estonia;2012;;;;;0.540749554;
Estonia;2011;;;;;0.521354295;
Estonia;2010;;;;;0.516616249;
Estonia;2009;;;;;0.578542179;
Estonia;2008;;;;;0.569230082;
Estonia;2007;;;;;0.559582071;
Estonia;2006;;;;;0.543854884;
Estonia;2005;;;;;0.511063818;
Estonia;2004;;;;;0.51548229;
Estonia;2003;;;;;0.465858659;
Estonia;2002;;;;;0.446920415;
Estonia;2001;;;;;0.543252595;
Estonia;2000;;;;;0.55037333;
Estonia;1999;;;;;;
Estonia;1998;;;;;0.528517537;
Estonia;1997;;;;;;
Estonia;1996;;;;;0.602252163;
Estonia;1995;;;;;0.612188366;
Estonia;1994;;;;;0.68;
Estonia;1993;;;;;0.761308047;
Estonia;1992;;;;;0.836912782;
Estonia;1991;;;;;;
Estonia;1990;;;;;;
Estonia;1989;;;;;;
Estonia;1988;;;;;;
Estonia;1987;;;;;;
Estonia;1986;;;;;;
Estonia;1985;;;;;;
Estonia;1984;;;;;;
Estonia;1983;;;;;;
Estonia;1982;;;;;;
Estonia;1981;;;;;;
Estonia;1980;;;;;;
Estonia;1979;;;;;;
Estonia;1978;;;;;;
Estonia;1977;;;;;;
Estonia;1976;;;;;;
Estonia;1975;;;;;;
Estonia;1974;;;;;;
Estonia;1973;;;;;;
Estonia;1972;;;;;;
Estonia;1971;;;;;;
Estonia;1970;;;;;;
Estonia;1969;;;;;;
Estonia;1968;;;;;;
Estonia;1967;;;;;;
Estonia;1966;;;;;;
Estonia;1965;;;;;;
Estonia;1964;;;;;;
Estonia;1963;;;;;;
Estonia;1962;;;;;;
Estonia;1961;;;;;;
Estonia;1960;;;;;;
Finland;2017;0.756853446;0.371107416;0.96205116;0.38574603;0.344301786;0.186
Finland;2016;0.735965765;0.372647722;1.025679098;0.363318042;0.347165812;0.165
Finland;2015;0.733054956;0.373054956;1.036263766;0.36;0.347925;0.162
Finland;2014;0.731252921;0.373482045;1.043914051;0.357770876;0.348722095;0.16
Finland;2013;0.726745329;0.374608992;1.063818051;0.352136337;0.350829742;0.155
Finland;2012;0.720456032;0.374045871;1.079777421;0.346410162;0.349775783;0.15
Finland;2011;0.711649036;0.374603045;1.111430058;0.337045991;0.350818604;0.142
Finland;2010;0.709515815;0.374851805;1.120084004;0.334664011;0.351284689;0.14
Finland;2009;0.702202615;0.374788505;1.144692584;0.327414111;0.351166058;0.134
Finland;2008;0.702323452;0.376133324;1.153110688;0.326190129;0.353690693;0.133
Finland;2007;0.699946569;0.376218288;1.162142174;0.323728281;0.353850501;0.131
Finland;2006;0.700415931;0.377925621;1.171897603;0.32249031;0.357069438;0.13
Finland;2005;0.70170509;0.379214781;1.175895116;0.32249031;0.359509625;0.13
Finland;2004;0.702377792;0.379887482;1.177981076;0.32249031;0.360786248;0.13
Finland;2003;0.679732539;0.380399948;1.270827031;0.299332591;0.361760301;0.112
Finland;2002;0.679222311;0.381229022;1.279320833;0.297993289;0.363338918;0.111
Finland;2001;0.679526503;0.382878564;1.290683376;0.296647939;0.366489987;0.11
Finland;2000;0.675463023;0.385635488;1.330568845;0.289827535;0.371786825;0.105
Finland;1999;0.670622919;0.387780206;1.371010067;0.282842712;0.375933721;0.1
Finland;1998;0.670189605;0.388764659;1.381415064;0.281424946;0.3778449;0.099
Finland;1997;0.676884361;0.395459416;1.405203845;0.281424946;0.390970373;0.099
Finland;1996;0.677694143;0.396269198;1.40808128;0.281424946;0.392573192;0.099
Finland;1995;0.677416147;0.395991202;1.407093465;0.281424946;0.39202258;0.099
Finland;1994;0.676407717;0.394982771;1.403510162;0.281424946;0.390028473;0.099
Finland;1993;0.679085987;0.399085987;1.425307096;0.28;0.398174063;0.098
Finland;1992;0.641820312;0.363252547;1.304000648;0.278567766;0.329881032;0.097
Finland;1991;0.66343924;0.386311111;1.393980149;0.277128129;0.373090686;0.096
Finland;1990;0.666302123;0.390621148;1.416931828;0.275680975;0.381462203;0.095
Finland;1989;0.669595277;0.395369093;1.441762735;0.274226184;0.390791799;0.094
Finland;1988;0.675067395;0.402303761;1.474917149;0.272763634;0.404620791;0.093
Finland;1987;0.674243575;0.402950376;1.48529479;0.271293199;0.405922513;0.092
Finland;1986;0.674099409;0.404284657;1.49837863;0.269814751;0.40861521;0.091
Finland;1985;0.674469841;0.406141684;1.513600689;0.268328157;0.412377668;0.09
Finland;1984;0.677451621;0.409123464;1.524713127;0.268328157;0.418455022;0.09
Finland;1983;0.678016803;0.411183522;1.540975399;0.266833281;0.422679722;0.089
Finland;1982;0.68145007;0.416120087;1.568311586;0.265329983;0.432889816;0.088
Finland;1981;0.682653675;0.418835556;1.587592077;0.263818119;0.438558057;0.087
Finland;1980;0.684887144;0.422589603;1.611107756;0.262297541;0.446454931;0.086
Finland;1979;0.68468644;0.425456813;1.641235286;0.259229628;0.452533748;0.084
Finland;1978;0.687941044;0.428711416;1.653790191;0.259229628;0.459483695;0.084
Finland;1977;0.689711413;0.430481785;1.660619539;0.259229628;0.463286419;0.084
Finland;1976;0.691733123;0.432503495;1.668418453;0.259229628;0.467648182;0.084
Finland;1975;0.697317995;0.438088367;1.689962566;0.259229628;0.479803544;0.084
Finland;1974;0.704618444;0.446936469;1.734449879;0.257681975;0.499380519;0.083
Finland;1973;0.710728324;0.453046349;1.75816081;0.257681975;0.513127486;0.083
Finland;1972;0.705860678;0.449735708;1.755922936;0.256124969;0.505655518;0.082
Finland;1971;0.814198156;0.558073187;2.178909725;0.256124969;0.519076136;0.082
Finland;1970;0.813238327;0.558679886;2.194701867;0.254558441;0.520205359;0.081
Finland;1969;0.807109139;0.554126926;2.190378998;0.252982213;0.511761083;0.08
Finland;1968;0.707954843;0.381764714;1.170374824;0.326190129;0.242907162;0.133
Finland;1967;0.698979266;0.371565155;1.134847715;0.327414111;0.230101108;0.134
Finland;1966;0.701598012;0.374183901;1.142845982;0.327414111;0.233355986;0.134
Finland;1965;0.704824411;0.374975961;1.136812864;0.32984845;0.234344952;0.136
Finland;1964;0.693406958;0.373406958;1.166896745;0.32;0.232387928;0.128
Finland;1963;0.678910226;0.375595208;1.23830073;0.303315018;0.2351196;0.115
Finland;1962;0.69625517;0.402316401;1.368708191;0.293938769;0.269764144;0.108
Finland;1961;0.718688385;0.42886085;1.479710511;0.289827535;0.306536047;0.105
Finland;1960;0.720772271;0.43371827;1.510929186;0.287054002;0.313519229;0.103
France;2017;;;;;;
France;2016;0.327509735;0.215706336;1.92933612;0.111803399;0.232646116;0.125
France;2015;0.327013145;0.215209746;1.924894488;0.111803399;0.231576174;0.125
France;2014;0.326825465;0.215022067;1.923215831;0.111803399;0.231172446;0.125
France;2013;0.328622159;0.21681876;1.939285947;0.111803399;0.235051874;0.125
France;2012;0.328979549;0.21717615;1.942482539;0.111803399;0.235827401;0.125
France;2011;0.329504357;0.217700958;1.947176565;0.111803399;0.236968536;0.125
France;2010;0.329098159;0.21729476;1.94354342;0.111803399;0.236085064;0.125
France;2009;0.328500445;0.216697046;1.9381973;0.111803399;0.234788048;0.125
France;2008;0.327729255;0.215925856;1.931299566;0.111803399;0.233119876;0.125
France;2007;0.328050105;0.216246706;1.934169336;0.111803399;0.233813189;0.125
France;2006;0.328883434;0.217080035;1.941622862;0.111803399;0.235618709;0.125
France;2005;0.330106042;0.218302644;1.952558203;0.111803399;0.238280221;0.125
France;2004;0.331789378;0.219985979;1.967614411;0.111803399;0.241969154;0.125
France;2003;0.335126862;0.223323463;1.997465775;0.111803399;0.249366845;0.125
France;2002;0.335619364;0.223815965;2.001870851;0.111803399;0.250467932;0.125
France;2001;0.334073007;0.222269608;1.988039813;0.111803399;0.247018894;0.125
France;2000;0.332156901;0.220353502;1.970901641;0.111803399;0.24277833;0.125
France;1999;0.329032996;0.217229597;1.942960585;0.111803399;0.23594349;0.125
France;1998;0.326680967;0.214877568;1.9219234;0.111803399;0.230861847;0.125
France;1997;0.325220888;0.213417489;1.908864049;0.111803399;0.227735122;0.125
France;1996;0.324901707;0.213098309;1.906009215;0.111803399;0.227054446;0.125
France;1995;0.323140776;0.211337377;1.890258962;0.111803399;0.223317434;0.125
France;1994;0.327317866;0.215514467;1.927619993;0.111803399;0.232232427;0.125
France;1993;0.315811329;0.20400793;1.824702402;0.111803399;0.208096178;0.125
France;1992;0.319218608;0.20741521;1.855178032;0.111803399;0.215105346;0.125
France;1991;0.316639795;0.207095284;1.890512639;0.109544512;0.214442282;0.12
France;1990;0.316503827;0.206959316;1.88927143;0.109544512;0.214160792;0.12
France;1989;0.319284636;0.209740124;1.914656623;0.109544512;0.219954599;0.12
France;1988;0.316111759;0.208873706;1.947757349;0.107238053;0.218141125;0.115
France;1987;0.254486796;0.147248743;1.373101607;0.107238053;0.216821923;0.115
France;1986;0.252849237;0.147968352;1.41082288;0.104880885;0.218946332;0.11
France;1985;0.257288955;0.15240807;1.45315393;0.104880885;0.232282198;0.11
France;1984;0.256829584;0.154360076;1.506400096;0.102469508;0.238270331;0.105
France;1983;0.255720724;0.155720724;1.557207237;0.1;0.242489438;0.1
France;1982;0.256539967;0.156539967;1.565399668;0.1;0.245047612;0.1
France;1981;0.260626231;0.160626231;1.606262308;0.1;0.25800786;0.1
France;1980;0.26105696;0.16105696;1.610569601;0.1;0.259393444;0.1
France;1979;0.261984842;0.161984842;1.619848421;0.1;0.262390891;0.1
France;1978;0.261489321;0.166620992;1.756339465;0.09486833;0.277625548;0.09
France;1977;0.25898697;0.169544251;1.895562352;0.089442719;0.28745253;0.08
France;1976;0.252723362;0.16905736;2.020621927;0.083666003;0.285803908;0.07
France;1975;0.258919616;0.175253614;2.094681332;0.083666003;0.307138292;0.07
France;1974;0.260935056;0.177269054;2.118770445;0.083666003;0.314243174;0.07
France;1973;0.263713335;0.180047332;2.151977227;0.083666003;0.324170419;0.07
France;1972;0.264399452;0.180733449;2.160177894;0.083666003;0.326645797;0.07
France;1971;0.266370491;0.182704488;2.183736314;0.083666003;0.3338093;0.07
France;1970;0.269549615;0.185883613;2.221734117;0.083666003;0.345527174;0.07
France;1969;0.351593436;0.267927434;3.202345339;0.083666003;0.358925548;0.07
France;1968;0.343726185;0.260060183;3.108313703;0.083666003;0.338156493;0.07
France;1967;0.338209277;0.254543274;3.042374035;0.083666003;0.323961392;0.07
France;1966;0.34071814;0.257052138;3.072360692;0.083666003;0.330379008;0.07
France;1965;0.350169953;0.26650395;3.185331458;0.083666003;0.355121778;0.07
France;1964;0.339672406;0.256006403;3.059861771;0.083666003;0.327696392;0.07
France;1963;0.341199335;0.257533333;3.078112069;0.083666003;0.331617087;0.07
France;1962;0.339276571;0.255610568;3.055130642;0.083666003;0.326683813;0.07
France;1961;0.355699633;0.27203363;3.251423774;0.083666003;0.37001148;0.07
France;1960;0.35416134;0.270495337;3.233037656;0.083666003;0.365838637;0.07
Germany;2017;0.465617869;0;;0.465617869;0.604081476;0.271
Germany;2016;0.460434577;0;;0.460434577;0.609228329;0.265
Germany;2015;0.45607017;0;;0.45607017;0.61380861;0.26
Germany;2014;0.45607017;0;;0.45607017;0.616919878;0.26
Germany;2013;0.45607017;0;;0.45607017;0.620533879;0.26
Germany;2012;0.45254834;0;;0.45254834;0.621301625;0.256
Germany;2011;0.45254834;0;;0.45254834;0.622045772;0.256
Germany;2010;0.461302504;0;;0.461302504;0.623554209;0.266
Germany;2009;0.4621688;0;;0.4621688;0.624310608;0.267
Germany;2008;0.4621688;0;;0.4621688;0.629770245;0.267
Germany;2007;0.461302504;0;;0.461302504;0.628191215;0.266
Germany;2006;0.457820926;0;;0.457820926;0.635542233;0.262
Germany;2005;0.458693798;0;;0.458693798;0.641515301;0.263
Germany;2004;0.458693798;0;;0.458693798;0.649824255;0.263
Germany;2003;0.397994975;0;;0.397994975;0.661092057;0.264
Germany;2002;0.397994975;0;;0.397994975;0.675438947;0.264
Germany;2001;0.338526218;0;;0.338526218;0.683038508;0.191
Germany;2000;0.327719392;0;;0.327719392;0.621696948;0.179
Germany;1999;0.324037035;0;;0.324037035;0.629373041;0.175
Germany;1998;0.303973683;0;;0.303973683;0.642510571;0.154
Germany;1997;0.302985148;0;;0.302985148;0.657799437;0.153
Germany;1996;0.303973683;0;;0.303973683;0.668564008;0.154
Germany;1995;0.304959014;0;;0.304959014;0.679600044;0.155
Germany;1994;0.303973683;0;;0.303973683;0.684181722;0.154
Germany;1993;0.302985148;0;;0.302985148;0.695778296;0.153
Germany;1992;0.348711915;0;;0.348711915;0.703387399;0.152
Germany;1991;0.348711915;0;;0.348711915;0.721910949;0.152
Germany;1990;0.365513338;0;;0.365513338;0.667672564;0.167
Germany;1989;0.364417343;0;;0.364417343;0.676444126;0.166
Germany;1988;0.362215406;0;;0.362215406;0.676372084;0.164
Germany;1987;0.36;0;;0.36;0.675162921;0.162
Germany;1986;0.357770876;0;;0.357770876;0.675225333;0.16
Germany;1985;0.355527777;0;;0.355527777;0.661955729;0.158
Germany;1984;0.355527777;0;;0.355527777;0.669753579;0.158
Germany;1983;0.355527777;0;;0.355527777;0.672943671;0.158
Germany;1982;0.355527777;0;;0.355527777;0.674850484;0.158
Germany;1981;0.355527777;0;;0.355527777;0.678411265;0.158
Germany;1980;0.355527777;0;;0.355527777;0.679043318;0.158
Germany;1979;0.354400903;0;;0.354400903;0.68182989;0.157
Germany;1978;0.352136337;0;;0.352136337;0.693025195;0.155
Germany;1977;0.361109402;0;;0.361109402;0.670772507;0.163
Germany;1976;0.36;0;;0.36;0.670290619;0.162
Germany;1975;0.36;0;;0.36;0.682774117;0.162
Germany;1974;0.358887169;0;;0.358887169;0.686613495;0.161
Germany;1973;0.35665109;0;;0.35665109;0.683283623;0.159
Germany;1972;0.354400903;0;;0.354400903;0.678725987;0.157
Germany;1971;0.352136337;0;;0.352136337;0.677197039;0.155
Germany;1970;0.350998575;0;;0.350998575;0.672303655;0.154
Germany;1969;0.348711915;0;;0.348711915;0.665651796;0.152
Germany;1968;0.346410162;0;;0.346410162;0.663268346;0.15
Germany;1967;0.34525353;0;;0.34525353;0.661728436;0.149
Germany;1966;0.344093011;0;;0.344093011;0.668105232;0.148
Germany;1965;0.34176015;0;;0.34176015;0.671363236;0.146
Germany;1964;0.339411255;0;;0.339411255;0.667885981;0.144
Germany;1963;0.337045991;0;;0.337045991;0.668310956;0.142
Germany;1962;0.334664011;0;;0.334664011;0.672618544;0.14
Germany;1961;0.33346664;0;;0.33346664;0.674883475;0.139
Germany;1960;0.332264955;0;;0.332264955;0.68339339;0.138
Greece;2017;;;;;;
Greece;2016;0.319078123;0.226882678;2.460888166;0.092195445;0.514757498;0.085
Greece;2015;;;;;;
Greece;2014;;;;;;
Greece;2013;0.318593439;0.22915072;2.56198294;0.089442719;0.525100527;0.08
Greece;2012;;;;;;
Greece;2011;;;;;;
Greece;2010;0.382382992;0.227463658;1.468271598;0.154919334;0.517397156;0.08
Greece;2009;;;;;;
Greece;2008;;;;;;
Greece;2007;0.383204193;0.228284859;1.473572428;0.154919334;0.521139768;0.08
Greece;2006;;;;;;
Greece;2005;;;;;;
Greece;2004;0.378823233;0.228823233;1.52548822;0.15;0.52360072;0.075
Greece;2003;;;;;;
Greece;2002;;;;;;
Greece;2001;0.376693593;0.231779826;1.599432753;0.144913767;0.537218878;0.07
Greece;2000;;;;;;
Greece;1999;;;;;;
Greece;1998;0.367252747;0.233088668;1.737340355;0.134164079;0.543303272;0.06
Greece;1997;;;;;;
Greece;1996;;;;;;
Greece;1995;0.366201721;0.237749395;1.850876534;0.128452326;0.565247751;0.055
Greece;1994;;;;;;
Greece;1993;;;;;;
Greece;1992;0.364145751;0.241671264;1.97323761;0.122474487;0.58405;0.05
Greece;1991;;;;;;
Greece;1990;;;;;;
Greece;1989;0.36786739;0.245392903;2.003624663;0.122474487;0.602176769;0.05
