VariableCode,RegionCode,YearCode,AggValue
labsh,LAO,1983,0.42068365216255200
labsh,LAO,1984,0.42068365216255200
labsh,LAO,1985,0.42068365216255200
labsh,LAO,1986,0.42068365216255200
labsh,LAO,1987,0.42068365216255200
labsh,LAO,1988,0.42068365216255200
labsh,LAO,1989,0.42068365216255200
labsh,LAO,1990,0.42068365216255200
labsh,LAO,1991,0.42068365216255200
labsh,LAO,1992,0.42068365216255200
labsh,LAO,1993,0.42068365216255200
labsh,LAO,1994,0.42068365216255200
labsh,LAO,1995,0.42068365216255200
labsh,LAO,1996,0.42068365216255200
labsh,LAO,1997,0.42068365216255200
labsh,CYM,1991,0.47030466794967700
labsh,CYM,1992,0.47030466794967700
labsh,CYM,1993,0.47030466794967700
labsh,CYM,1994,0.47030466794967700
labsh,CYM,1995,0.47030466794967700
labsh,CYM,1996,0.47030466794967700
labsh,CYM,1997,0.47030466794967700
labsh,CYM,1998,0.47030466794967700
labsh,CYM,1999,0.47030466794967700
labsh,CYM,2000,0.47030466794967700
labsh,CYM,2001,0.47030466794967700
labsh,CYM,2002,0.47030466794967700
labsh,CYM,2003,0.47030466794967700
labsh,CYM,2004,0.47030466794967700
labsh,CYM,2005,0.47030466794967700
labsh,CYM,2006,0.47030466794967700
labsh,CYM,2007,0.47509387135505700
labsh,CYM,2008,0.49101686477661100
labsh,CYM,2009,0.49466559290885900
labsh,CYM,2010,0.49193274974823000
labsh,CYM,2011,0.49887299537658700
labsh,CYM,2012,0.50152546167373700
labsh,CYM,2013,0.50017458200454700
labsh,CYM,2014,0.49747192859649700
labsh,CYM,2015,0.49903497099876400
labsh,CYM,2016,0.49675461649894700
labsh,CYM,2017,0.48953381180763200
labsh,CYM,2018,0.48049458861351000
labsh,CYM,2019,0.48049458861351000
labsh,FRA,1960,0.65845572948455800
labsh,FRA,1961,0.66547489166259800
labsh,FRA,1962,0.67566668987274200
labsh,FRA,1963,0.68062156438827500
labsh,FRA,1964,0.67765510082244900
labsh,FRA,1965,0.67136925458908100
labsh,FRA,1966,0.66693955659866300
labsh,FRA,1967,0.66263949871063200
labsh,FRA,1968,0.66773456335067700
labsh,FRA,1969,0.65532004833221400
labsh,FRA,1970,0.65575748682022100
labsh,FRA,1971,0.65563845634460400
labsh,FRA,1972,0.65916472673416100
labsh,FRA,1973,0.65400713682174700
labsh,FRA,1974,0.65423458814621000
labsh,FRA,1975,0.68362092971801800
labsh,FRA,1976,0.68700557947158800
labsh,FRA,1977,0.68433398008346600
labsh,FRA,1978,0.68982321023941000
labsh,FRA,1979,0.68837136030197100
labsh,FRA,1980,0.69127035140991200
labsh,FRA,1981,0.68904125690460200
labsh,FRA,1982,0.68997120857238800
labsh,FRA,1983,0.68078589439392100
labsh,FRA,1984,0.66813695430755600
labsh,FRA,1985,0.65942621231079100
labsh,FRA,1986,0.63900393247604400
labsh,FRA,1987,0.63356786966323900
labsh,FRA,1988,0.61851698160171500
labsh,FRA,1989,0.61202800273895300
labsh,FRA,1990,0.61757051944732700
labsh,FRA,1991,0.61892634630203200
labsh,FRA,1992,0.61742240190506000
labsh,FRA,1993,0.61931926012039200
labsh,FRA,1994,0.61722809076309200
labsh,FRA,1995,0.62015771865844700
labsh,FRA,1996,0.62336277961731000
labsh,FRA,1997,0.61702024936676000
labsh,FRA,1998,0.61232966184616100
labsh,FRA,1999,0.61858904361724900
labsh,FRA,2000,0.61542105674743700
labsh,FRA,2001,0.61707258224487300
labsh,FRA,2002,0.62155622243881200
labsh,FRA,2003,0.62175071239471400
labsh,FRA,2004,0.61643612384796100
labsh,FRA,2005,0.61584341526031500
labsh,FRA,2006,0.61557942628860500
labsh,FRA,2007,0.60730212926864600
labsh,FRA,2008,0.60768872499465900
labsh,FRA,2009,0.62132555246353100
labsh,FRA,2010,0.62070119380950900
labsh,FRA,2011,0.61918979883194000
labsh,FRA,2012,0.62338405847549400
labsh,FRA,2013,0.62315434217453000
labsh,FRA,2014,0.62372171878814700
labsh,FRA,2015,0.61795598268508900
labsh,FRA,2016,0.62032514810562100
labsh,FRA,2017,0.62336152791976900
labsh,FRA,2018,0.62413203716278100
labsh,FRA,2019,0.62413203716278100
labsh,KAZ,1970,0.51173907518386800
labsh,KAZ,1971,0.51173907518386800
labsh,KAZ,1972,0.51173907518386800
labsh,KAZ,1973,0.51173907518386800
labsh,KAZ,1974,0.51173907518386800
labsh,KAZ,1975,0.51173907518386800
labsh,KAZ,1976,0.51173907518386800
labsh,KAZ,1977,0.51173907518386800
labsh,KAZ,1978,0.51173907518386800
labsh,KAZ,1979,0.51173907518386800
labsh,KAZ,1980,0.51173907518386800
labsh,KAZ,1981,0.51173907518386800
labsh,KAZ,1982,0.51173907518386800
labsh,KAZ,1983,0.51173907518386800
labsh,KAZ,1984,0.51173907518386800
labsh,KAZ,1985,0.51173907518386800
labsh,KAZ,1986,0.51173907518386800
labsh,KAZ,1987,0.51173907518386800
labsh,KAZ,1988,0.51173907518386800
labsh,KAZ,1989,0.51173907518386800
labsh,KAZ,1990,0.51173907518386800
labsh,KAZ,1991,0.46767044067382800
labsh,KAZ,1992,0.50880300998687700
labsh,KAZ,1993,0.59409117698669400
labsh,KAZ,1994,0.51933389902114900
labsh,KAZ,1995,0.59185826778411900
labsh,KAZ,1996,0.60267931222915600
labsh,KAZ,1997,0.60556852817535400
labsh,KAZ,1998,0.57368421554565400
labsh,KAZ,1999,0.54510992765426600
labsh,KAZ,2000,0.50487542152404800
labsh,KAZ,2001,0.50803303718566900
labsh,KAZ,2002,0.44652503728866600
labsh,KAZ,2003,0.46525865793228100
labsh,KAZ,2004,0.44575849175453200
labsh,KAZ,2005,0.43485793471336400
labsh,KAZ,2006,0.40254238247871400
labsh,KAZ,2007,0.44838055968284600
labsh,BGR,2005,0.46745353937149000
labsh,BGR,2006,0.46368643641471900
labsh,BGR,2007,0.46705025434494000
labsh,BGR,2008,0.49773138761520400
labsh,BGR,2009,0.47263783216476400
labsh,BGR,2010,0.48066189885139500
labsh,BGR,2011,0.46807509660720800
labsh,BGR,2012,0.48066729307174700
labsh,BGR,2013,0.51302194595336900
labsh,BGR,2014,0.52106600999832200
labsh,BGR,2015,0.51271337270736700
labsh,BGR,2016,0.52316421270370500
labsh,BGR,2017,0.51398545503616300
labsh,BGR,2018,0.52765876054763800
labsh,BGR,2019,0.52765876054763800
labsh,BHR,1970,0.37626707553863500
labsh,BHR,1971,0.37626707553863500
labsh,BHR,1972,0.37626707553863500
labsh,BHR,1973,0.37626707553863500
labsh,BHR,1974,0.37626707553863500
labsh,BHR,1975,0.37626707553863500
labsh,BHR,1976,0.37626707553863500
labsh,BHR,1977,0.37626707553863500
labsh,BHR,1978,0.37626707553863500
labsh,BHR,1979,0.37626707553863500
labsh,BHR,1980,0.37626707553863500
labsh,BHR,1981,0.37626707553863500
labsh,BHR,1982,0.37626707553863500
labsh,BHR,1983,0.37626707553863500
labsh,BHR,1984,0.37626707553863500
labsh,BHR,1985,0.37626707553863500
labsh,BHR,1986,0.37626707553863500
labsh,BHR,1987,0.37626707553863500
labsh,BHR,1988,0.37626707553863500
labsh,BHR,1989,0.37626707553863500
labsh,BHR,1990,0.37626707553863500
labsh,BHR,1991,0.37626707553863500
labsh,BHR,1992,0.37626707553863500
labsh,BHR,1993,0.35791897773742700
labsh,BHR,1994,0.34836089611053500
labsh,BHR,1995,0.33697938919067400
labsh,BHR,1996,0.33517584204673800
labsh,BHR,1997,0.33517584204673800
labsh,BHR,1998,0.36298686265945400
labsh,BHR,1999,0.35984858870506300
labsh,BHR,2000,0.33517584204673800
labsh,BHR,2001,0.33517584204673800
labsh,BHR,2002,0.33897337317466700
labsh,BHR,2003,0.32670408487319900
labsh,BHR,2004,0.32246819138526900
labsh,BHR,2005,0.31823229789733900
labsh,BHR,2006,0.31399643421173100
labsh,BHR,2007,0.30976054072380100
labsh,BHR,2008,0.30552464723587000
labsh,BHR,2009,0.30128878355026200
labsh,BHR,2010,0.29705289006233200
labsh,BHR,2011,0.29705289006233200
labsh,BHR,2012,0.29705289006233200
labsh,BHR,2013,0.29705289006233200
labsh,BHR,2014,0.29705289006233200
labsh,BHR,2015,0.29705289006233200
labsh,BHR,2016,0.29705289006233200
labsh,BHR,2017,0.29705289006233200
labsh,BHR,2018,0.29705289006233200
labsh,BHR,2019,0.29705289006233200
labsh,MDA,1970,0.50641691684722900
labsh,MDA,1971,0.50641691684722900
labsh,MDA,1972,0.50641691684722900
labsh,MDA,1973,0.50641691684722900
labsh,MDA,1974,0.50641691684722900
labsh,MDA,1975,0.50641691684722900
labsh,MDA,1976,0.50641691684722900
labsh,MDA,1977,0.50641691684722900
labsh,MDA,1978,0.50641691684722900
labsh,MDA,1979,0.50641691684722900
labsh,MDA,1980,0.50641691684722900
labsh,MDA,1981,0.50641691684722900
labsh,MDA,1982,0.50641691684722900
labsh,MDA,1983,0.50641691684722900
labsh,MDA,1984,0.50641691684722900
labsh,MDA,1985,0.50641691684722900
labsh,MDA,1986,0.50641691684722900
labsh,MDA,1987,0.50641691684722900
labsh,MDA,1988,0.50641691684722900
labsh,MDA,1989,0.50641691684722900
labsh,MDA,1990,0.50641691684722900
labsh,MDA,1991,0.50641691684722900
labsh,MDA,1992,0.50641691684722900
labsh,MDA,1993,0.50641691684722900
labsh,MDA,1994,0.50641691684722900
labsh,MDA,1995,0.50641691684722900
labsh,MDA,1996,0.55825978517532300
labsh,MDA,1997,0.61010259389877300
labsh,MDA,1998,0.66194546222686800
labsh,MDA,1999,0.49194368720054600
labsh,MDA,2000,0.51666605472564700
labsh,MDA,2001,0.55108159780502300
labsh,MDA,2002,0.60535854101181000
labsh,MDA,2003,0.65415424108505200
labsh,MDA,2004,0.61994522809982300
labsh,MDA,2005,0.62628096342086800
labsh,MDA,2006,0.62809514999389600
labsh,MDA,2007,0.60120141506195100
labsh,MDA,2008,0.64246559143066400
labsh,MDA,2009,0.67323505878448500
labsh,MDA,2010,0.62747257947921800
labsh,MDA,2011,0.60059612989425700
labsh,MDA,2012,0.62980073690414400
labsh,MDA,2013,0.59578973054885900
labsh,MDA,2014,0.57168287038803100
labsh,MDA,2015,0.57689660787582400
labsh,MDA,2016,0.56297135353088400
labsh,MDA,2017,0.45807051658630400
labsh,MDA,2018,0.53064429759979200
labsh,MDA,2019,0.53064429759979200
labsh,PER,1960,0.73890298604965200
labsh,PER,1961,0.73890298604965200
labsh,PER,1962,0.73890298604965200
labsh,PER,1963,0.73890298604965200
labsh,PER,1964,0.73890298604965200
labsh,PER,1965,0.73890298604965200
labsh,PER,1966,0.73890298604965200
labsh,PER,1967,0.73890298604965200
labsh,PER,1968,0.73890298604965200
labsh,PER,1969,0.73890298604965200
labsh,PER,1970,0.73890298604965200
labsh,PER,1971,0.76778519153595000
labsh,AUS,1960,0.68581932783126800
labsh,AUS,1961,0.68052178621292100
labsh,AUS,1962,0.67063641548156700
labsh,AUS,1963,0.66170072555542000
labsh,AUS,1964,0.66818827390670800
labsh,AUS,1965,0.68054163455963100
labsh,AUS,1966,0.67605704069137600
labsh,AUS,1967,0.67034834623336800
labsh,AUS,1968,0.66424858570098900
labsh,AUS,1969,0.65688616037368800
labsh,AUS,1970,0.67102718353271500
labsh,AUS,1971,0.67545211315155000
labsh,AUS,1972,0.66993522644043000
labsh,AUS,1973,0.69223564863205000
labsh,AUS,1974,0.71980327367782600
labsh,AUS,1975,0.71388286352157600
labsh,AUS,1976,0.70088601112365700
labsh,AUS,1977,0.70009452104568500
labsh,AUS,1978,0.68266916275024400
labsh,AUS,1979,0.67145711183548000
labsh,AUS,1980,0.67230403423309300
labsh,AUS,1981,0.67748272418975800
labsh,AUS,1982,0.67574071884155300
labsh,AUS,1983,0.64600694179534900
labsh,AUS,1984,0.64459490776062000
labsh,AUS,1985,0.64178806543350200
labsh,AUS,1986,0.63194215297699000
labsh,AUS,1987,0.61318987607955900
labsh,AUS,1988,0.60908097028732300
labsh,AUS,1989,0.61846667528152500
labsh,AUS,1990,0.62600868940353400
labsh,AUS,1991,0.61731112003326400
labsh,AUS,1992,0.60727578401565600
labsh,AUS,1993,0.60133963823318500
labsh,AUS,1994,0.60407537221908600
labsh,AUS,1995,0.60752350091934200
labsh,AUS,1996,0.61795842647552500
labsh,AUS,1997,0.61184757947921800
labsh,AUS,1998,0.61336934566497800
labsh,AUS,1999,0.60503202676773100
labsh,AUS,2000,0.60654604434967000
labsh,AUS,2001,0.60815471410751300
labsh,AUS,2002,0.60081726312637300
labsh,AUS,2003,0.60151207447052000
labsh,AUS,2004,0.60324400663375900
labsh,AUS,2005,0.59303462505340600
labsh,AUS,2006,0.58805024623870900
labsh,AUS,2007,0.59333646297454800
labsh,AUS,2008,0.56911402940750100
labsh,AUS,2009,0.57710313796997100
labsh,AUS,2010,0.57495474815368700
labsh,AUS,2011,0.57542127370834400
labsh,AUS,2012,0.58246529102325400
labsh,AUS,2013,0.58209717273712200
labsh,AUS,2014,0.59602600336074800
labsh,AUS,2015,0.60402828454971300
labsh,AUS,2016,0.58387696743011500
labsh,AUS,2017,0.57975596189498900
labsh,AUS,2018,0.57164514064788800
labsh,AUS,2019,0.57164514064788800
labsh,BRA,1960,0.51460558176040600
labsh,BRA,1961,0.51460558176040600
labsh,BRA,1962,0.51460558176040600
labsh,BRA,1963,0.51460558176040600
labsh,BRA,1964,0.51460558176040600
labsh,BRA,1965,0.51460558176040600
labsh,BRA,1966,0.51460558176040600
labsh,BRA,1967,0.51460558176040600
labsh,BRA,1968,0.51460558176040600
labsh,BRA,1969,0.51460558176040600
labsh,BRA,1970,0.51460558176040600
labsh,BRA,1971,0.51460558176040600
labsh,BRA,1972,0.51460558176040600
labsh,BRA,1973,0.51460558176040600
labsh,BRA,1974,0.51460558176040600
labsh,BRA,1975,0.51460558176040600
labsh,BRA,1976,0.51460558176040600
labsh,BRA,1977,0.51460558176040600
labsh,BRA,1978,0.51460558176040600
labsh,BRA,1979,0.51460558176040600
labsh,BRA,1980,0.51460558176040600
labsh,BRA,1981,0.51460558176040600
labsh,BRA,1982,0.51460558176040600
labsh,BRA,1983,0.51460558176040600
labsh,BRA,1984,0.51460558176040600
labsh,BRA,1985,0.51460558176040600
labsh,BRA,1986,0.51460558176040600
labsh,BRA,1987,0.51460558176040600
labsh,BRA,1988,0.51460558176040600
labsh,BRA,1989,0.51460558176040600
labsh,BRA,1990,0.51460558176040600
labsh,BRA,1991,0.51460558176040600
labsh,BRA,1992,0.51460558176040600
labsh,BRA,1993,0.49156746268272400
labsh,BRA,1994,0.51168423891067500
labsh,BRA,1995,0.57339739799499500
labsh,BRA,1996,0.56422448158264200
labsh,BRA,1997,0.54111599922180200
labsh,BRA,1998,0.54727929830551100
labsh,BRA,1999,0.54511737823486300
labsh,BRA,2000,0.53780651092529300
labsh,BRA,2001,0.54514724016189600
labsh,BRA,2002,0.53306978940963700
labsh,BRA,2003,0.52957761287689200
labsh,BRA,2004,0.52522706985473600
labsh,BRA,2005,0.53544569015502900
labsh,BRA,2006,0.54047101736068700
labsh,BRA,2007,0.54151612520217900
labsh,BRA,2008,0.54966992139816300
labsh,BRA,2009,0.56246697902679400
labsh,BRA,2010,0.55245673656463600
labsh,BRA,2011,0.55701667070388800
labsh,BRA,2012,0.56582051515579200
labsh,BRA,2013,0.57031404972076400
labsh,BRA,2014,0.56810361146926900
labsh,BRA,2015,0.58119797706604000
labsh,BRA,2016,0.58019310235977200
labsh,BRA,2017,0.57799535989761400
labsh,BRA,2018,0.57799535989761400
labsh,BRA,2019,0.57799535989761400
labsh,CRI,2009,0.57547795772552500
labsh,CRI,2010,0.57547795772552500
labsh,CRI,2011,0.57547795772552500
labsh,CRI,2012,0.57547795772552500
labsh,CRI,2013,0.58737754821777300
labsh,CRI,2014,0.58774417638778700
labsh,CRI,2015,0.58889067173004200
labsh,CHL,2009,0.43961441516876200
labsh,CHL,2010,0.43961441516876200
labsh,CHL,2011,0.43961441516876200
labsh,CHL,2012,0.43961441516876200
labsh,CHL,2013,0.43961441516876200
labsh,CHL,2014,0.43961441516876200
labsh,CHL,2015,0.43961441516876200
labsh,CHL,2016,0.43961441516876200
labsh,CHL,2017,0.43961441516876200
labsh,CHL,2018,0.43961441516876200
labsh,CHL,2019,0.43961441516876200
labsh,CHN,1960,0.59216856956481900
labsh,CHN,1961,0.59216856956481900
labsh,CHN,1962,0.59216856956481900
labsh,CHN,1963,0.59216856956481900
labsh,CHN,1964,0.59216856956481900
labsh,CHN,1965,0.59216856956481900
labsh,CHN,1966,0.59216856956481900
labsh,CHN,1967,0.59216856956481900
labsh,CHN,1968,0.59216856956481900
labsh,CHN,1969,0.59216856956481900
labsh,CHN,1970,0.59216856956481900
labsh,CHN,1971,0.59216856956481900
labsh,CHN,1972,0.59216856956481900
labsh,CHN,1973,0.59216856956481900
labsh,CHN,1974,0.59216856956481900
labsh,CHN,1975,0.59216856956481900
labsh,CHN,1976,0.59216856956481900
labsh,CHN,1977,0.59216856956481900
labsh,CHN,1978,0.59216856956481900
labsh,CHN,1979,0.59216856956481900
labsh,CHN,1980,0.59216856956481900
labsh,CHN,1981,0.59216856956481900
labsh,CHN,1982,0.59216856956481900
labsh,CHN,1983,0.59216856956481900
labsh,CHN,1984,0.59216856956481900
labsh,CHN,1985,0.59216856956481900
labsh,CHN,1986,0.59216856956481900
labsh,CHN,1987,0.59216856956481900
labsh,CHN,1988,0.59216856956481900
labsh,CHN,1989,0.59216856956481900
labsh,CHN,1990,0.59216856956481900
labsh,CHN,1991,0.59216856956481900
labsh,CHN,1992,0.59216856956481900
labsh,CHN,1993,0.56681269407272300
labsh,CHN,1994,0.56103366613388100
labsh,CHN,1995,0.56735098361969000
labsh,CHN,1996,0.58839058876037600
labsh,CHN,1997,0.58852964639663700
labsh,CHN,1998,0.59241276979446400
labsh,CHN,1999,0.60627686977386500
labsh,CHN,2000,0.59196180105209400
labsh,CHN,2001,0.58803319931030300
labsh,CHN,2002,0.60328334569931000
labsh,CHN,2003,0.59812796115875200
labsh,CHN,2004,0.57288444042205800
labsh,CHN,2005,0.56821864843368500
labsh,CHN,2006,0.55735933780670200
labsh,CHN,2007,0.55308187007904100
labsh,CHN,2008,0.55207616090774500
labsh,CHN,2009,0.55265450477600100
labsh,CHN,2010,0.54825508594512900
labsh,CHN,2011,0.54998290538787800
labsh,CHN,2012,0.56034004688262900
labsh,CHN,2013,0.57114380598068200
labsh,CHN,2014,0.57800638675689700
labsh,CHN,2015,0.58316868543624900
labsh,CHN,2016,0.58625292778015100
labsh,CHN,2017,0.58625292778015100
labsh,CHN,2018,0.58625292778015100
labsh,CHN,2019,0.58625292778015100
labsh,HRV,1970,0.64297723770141600
labsh,HRV,1971,0.64297723770141600
labsh,HRV,1972,0.64297723770141600
labsh,HRV,1973,0.64297723770141600
labsh,HRV,1974,0.64297723770141600
labsh,HRV,1975,0.64297723770141600
labsh,HRV,1976,0.64297723770141600
labsh,HRV,1977,0.64297723770141600
labsh,HRV,1978,0.64297723770141600
labsh,HRV,1979,0.64297723770141600
labsh,HRV,1980,0.64297723770141600
labsh,HRV,1981,0.64297723770141600
labsh,HRV,1982,0.64297723770141600
labsh,HRV,1983,0.64297723770141600
labsh,HRV,1984,0.64297723770141600
labsh,HRV,1985,0.64297723770141600
labsh,HRV,1986,0.64297723770141600
labsh,HRV,1987,0.64297723770141600
labsh,HRV,1988,0.64297723770141600
labsh,HRV,1989,0.64297723770141600
labsh,HRV,1990,0.64297723770141600
labsh,HRV,1991,0.64297723770141600
labsh,HRV,1992,0.64297723770141600
labsh,HRV,1993,0.64297723770141600
labsh,HRV,1994,0.64297723770141600
labsh,HRV,1995,0.64297723770141600
labsh,HRV,1996,0.65490484237670900
labsh,HRV,1997,0.66095334291458100
labsh,HRV,1998,0.68623316287994400
labsh,HRV,1999,0.70427453517913800
labsh,HRV,2000,0.70624113082885700
labsh,HRV,2001,0.67645716667175300
labsh,HRV,2002,0.68335223197937000
labsh,HRV,2003,0.67458271980285600
labsh,HRV,2004,0.65546047687530500
labsh,SVN,1970,0.72242146730423000
labsh,SVN,1971,0.72242146730423000
labsh,SVN,1972,0.72242146730423000
labsh,SVN,1973,0.72242146730423000
labsh,SVN,1974,0.72242146730423000
labsh,SVN,1975,0.72242146730423000
labsh,SVN,1976,0.72242146730423000
labsh,SVN,1977,0.72242146730423000
labsh,SVN,1978,0.72242146730423000
labsh,SVN,1979,0.72242146730423000
labsh,SVN,1980,0.72242146730423000
labsh,SVN,1981,0.72242146730423000
labsh,SVN,1982,0.72242146730423000
labsh,SVN,1983,0.72242146730423000
labsh,SVN,1984,0.72242146730423000
labsh,SVN,1985,0.72242146730423000
labsh,SVN,1986,0.72242146730423000
labsh,SVN,1987,0.72242146730423000
labsh,SVN,1988,0.72242146730423000
labsh,SVN,1989,0.72242146730423000
labsh,SVN,1990,0.72242146730423000
labsh,JOR,1984,0.49195915460586500
labsh,JOR,1985,0.46057814359664900
labsh,JOR,1986,0.46073782444000200
labsh,JOR,1987,0.47875452041626000
labsh,JOR,1988,0.48898708820343000
labsh,JOR,1989,0.48659598827362100
labsh,JOR,1990,0.48405987024307300
labsh,JOR,1991,0.49003434181213400
labsh,JOR,1992,0.50214570760726900
labsh,JOR,1993,0.50214570760726900
labsh,JOR,1994,0.49766999483108500
labsh,JOR,1995,0.50214570760726900
labsh,JOR,1996,0.50214570760726900
labsh,JOR,1997,0.49886763095855700
labsh,JOR,1998,0.49973329901695300
labsh,JOR,1999,0.50214570760726900
labsh,JOR,2000,0.48628699779510500
labsh,JOR,2001,0.47118741273880000
labsh,JOR,2002,0.47063210606575000
labsh,JOR,2003,0.47177663445472700
labsh,JOR,2004,0.45833179354667700
labsh,JOR,2005,0.45696207880973800
labsh,JOR,2006,0.45974600315094000
labsh,JOR,2007,0.46429747343063400
labsh,JOR,2008,0.45102298259735100
labsh,JOR,2009,0.49012428522110000
labsh,JOR,2010,0.49012428522110000
labsh,JOR,2011,0.49012428522110000
labsh,JOR,2012,0.49012428522110000
labsh,JOR,2013,0.49012428522110000
labsh,JOR,2014,0.49012428522110000
labsh,JOR,2015,0.49012428522110000
labsh,JOR,2016,0.49012428522110000
labsh,JOR,2017,0.49012428522110000
labsh,JOR,2018,0.49012428522110000
labsh,JOR,2019,0.49012428522110000
labsh,PHL,1960,0.43783372640609700
labsh,PHL,1961,0.43783372640609700
labsh,PHL,1962,0.43783372640609700
labsh,PHL,1963,0.43783372640609700
labsh,PHL,1964,0.43783372640609700
labsh,PHL,1965,0.43783372640609700
labsh,PHL,1966,0.43783372640609700
labsh,PHL,1967,0.43783372640609700
labsh,PHL,1968,0.43783372640609700
labsh,PHL,1969,0.43783372640609700
labsh,PHL,1970,0.43783372640609700
labsh,PHL,1971,0.43783372640609700
labsh,PHL,1972,0.43783372640609700
labsh,PHL,1973,0.43783372640609700
labsh,PHL,1974,0.43783372640609700
labsh,PHL,1975,0.43783372640609700
labsh,PHL,1976,0.43783372640609700
labsh,PHL,1977,0.43783372640609700
labsh,PHL,1978,0.43783372640609700
labsh,PHL,1979,0.43783372640609700
labsh,PHL,1980,0.43783372640609700
labsh,PHL,1981,0.43783372640609700
labsh,PHL,1982,0.43783372640609700
labsh,PHL,1983,0.43783372640609700
labsh,PHL,1984,0.43783372640609700
