Time,Time Code,Country Name,Country Code,Current account balance (% of GDP),Net lending (+) / net borrowing (-) (% of GDP)
1962,YR1962,Italy,ITA,..,..
1962,YR1962,Japan,JPN,..,..
1962,YR1962,Korea,KOR,..,..
1962,YR1962,Kuwait,KWT,..,..
1962,YR1962,Latvia,LVA,..,..
1962,YR1962,Liechtenstein,LIE,..,..
1962,YR1962,Lithuania,LTU,..,..
1962,YR1962,Luxembourg,LUX,..,..
1962,YR1962,Chinaa,MAC,..,..
1962,YR1962,Malta,MLT,..,..
1962,YR1962,Monaco,MCO,..,..
1962,YR1962,Nauru,NRU,..,..
1962,YR1962,Netherlands,NLD,..,..
1962,YR1962,New Caledonia,NCL,..,..
1962,YR1962,New Zealand,NZL,..,..
1962,YR1962,Northern Mariana Islands,MNP,..,..
1962,YR1962,Norway,NOR,..,..
1962,YR1962,Oman,OMN,..,..
1962,YR1962,Panama,PAN,..,..
1962,YR1962,Poland,POL,..,..
1962,YR1962,Portugal,PRT,..,..
1962,YR1962,Puerto Rico,PRI,..,..
1962,YR1962,Qatar,QAT,..,..
1962,YR1962,Romania,ROU,..,..
1962,YR1962,San Marino,SMR,..,..
1962,YR1962,Saudi Arabia,SAU,..,..
1962,YR1962,Seychelles,SYC,..,..
1962,YR1962,Singapore,SGP,..,..
1962,YR1962,Sint Maarten (Dutch part),SXM,..,..
1962,YR1962,Slovak Republic,SVK,..,..
1962,YR1962,Slovenia,SVN,..,..
1962,YR1962,Spain,ESP,..,..
1962,YR1962,St. Kitts and Nevis,KNA,..,..
1962,YR1962,St. Martin (French part),MAF,..,..
1962,YR1962,Sweden,SWE,..,..
1962,YR1962,Switzerland,CHE,..,..
1962,YR1962,Trinidad and Tobago,TTO,..,..
1962,YR1962,Turks and Caicos Islands,TCA,..,..
1962,YR1962,United Arab Emirates,ARE,..,..
1962,YR1962,United Kingdom,GBR,..,..
1962,YR1962,United States,USA,..,..
1962,YR1962,Uruguay,URY,..,..
1962,YR1962,Virgin Islands (U.S.),VIR,..,..
1963,YR1963,Andorra,AND,..,..
1963,YR1963,Antigua and Barbuda,ATG,..,..
1963,YR1963,Aruba,ABW,..,..
1963,YR1963,Australia,AUS,..,..
1963,YR1963,Austria,AUT,..,..
1963,YR1963,Bahamas,BHS,..,..
1963,YR1963,Bahrain,BHR,..,..
1963,YR1963,Barbados,BRB,..,..
1963,YR1963,Belgium,BEL,..,..
1963,YR1963,Bermuda,BMU,..,..
1963,YR1963,British Virgin Islands,VGB,..,..
1963,YR1963,Brunei Darussalam,BRN,..,..
1963,YR1963,Canada,CAN,-1.868780624939,..
1963,YR1963,Cayman Islands,CYM,..,..
1963,YR1963,Channel Islands,CHI,..,..
1963,YR1963,Chile,CHL,..,..
1963,YR1963,Croatia,HRV,..,..
1963,YR1963,Curacao,CUW,..,..
1963,YR1963,Cyprus,CYP,..,..
1963,YR1963,Czech Republic,CZE,..,..
1963,YR1963,Denmark,DNK,..,..
1963,YR1963,Estonia,EST,..,..
1963,YR1963,Faroe Islands,FRO,..,..
1963,YR1963,Finland,FIN,..,..
1963,YR1963,France,FRA,..,..
1963,YR1963,French Polynesia,PYF,..,..
1963,YR1963,Germany,DEU,..,..
1963,YR1963,Gibraltar,GIB,..,..
1963,YR1963,Greece,GRC,..,..
1963,YR1963,Greenland,GRL,..,..
1963,YR1963,Guam,GUM,..,..
1963,YR1963,China,HKG,..,..
1963,YR1963,Hungary,HUN,..,..
1963,YR1963,Iceland,ISL,..,..
1963,YR1963,Ireland,IRL,..,..
1963,YR1963,Isle of Man,IMN,..,..
1963,YR1963,Israel,ISR,0,..
1963,YR1963,Italy,ITA,..,..
1963,YR1963,Japan,JPN,..,..
1963,YR1963,Korea,KOR,..,..
1963,YR1963,Kuwait,KWT,..,..
1963,YR1963,Latvia,LVA,..,..
1963,YR1963,Liechtenstein,LIE,..,..
1963,YR1963,Lithuania,LTU,..,..
1963,YR1963,Luxembourg,LUX,..,..
1963,YR1963,Chinaa,MAC,..,..
1963,YR1963,Malta,MLT,..,..
1963,YR1963,Monaco,MCO,..,..
1963,YR1963,Nauru,NRU,..,..
1963,YR1963,Netherlands,NLD,..,..
1963,YR1963,New Caledonia,NCL,..,..
1963,YR1963,New Zealand,NZL,..,..
1963,YR1963,Northern Mariana Islands,MNP,..,..
1963,YR1963,Norway,NOR,..,..
1963,YR1963,Oman,OMN,..,..
1963,YR1963,Panama,PAN,..,..
1963,YR1963,Poland,POL,..,..
1963,YR1963,Portugal,PRT,..,..
1963,YR1963,Puerto Rico,PRI,..,..
1963,YR1963,Qatar,QAT,..,..
1963,YR1963,Romania,ROU,..,..
1963,YR1963,San Marino,SMR,..,..
1963,YR1963,Saudi Arabia,SAU,..,..
1963,YR1963,Seychelles,SYC,..,..
1963,YR1963,Singapore,SGP,..,..
1963,YR1963,Sint Maarten (Dutch part),SXM,..,..
1963,YR1963,Slovak Republic,SVK,..,..
1963,YR1963,Slovenia,SVN,..,..
1963,YR1963,Spain,ESP,..,..
1963,YR1963,St. Kitts and Nevis,KNA,..,..
1963,YR1963,St. Martin (French part),MAF,..,..
1963,YR1963,Sweden,SWE,..,..
1963,YR1963,Switzerland,CHE,..,..
1963,YR1963,Trinidad and Tobago,TTO,..,..
1963,YR1963,Turks and Caicos Islands,TCA,..,..
1963,YR1963,United Arab Emirates,ARE,..,..
1963,YR1963,United Kingdom,GBR,..,..
1963,YR1963,United States,USA,..,..
1963,YR1963,Uruguay,URY,..,..
1963,YR1963,Virgin Islands (U.S.),VIR,..,..
1964,YR1964,Andorra,AND,..,..
1964,YR1964,Antigua and Barbuda,ATG,..,..
1964,YR1964,Aruba,ABW,..,..
1964,YR1964,Australia,AUS,..,..
1964,YR1964,Austria,AUT,..,..
1964,YR1964,Bahamas,BHS,..,..
1964,YR1964,Bahrain,BHR,..,..
1964,YR1964,Barbados,BRB,..,..
1964,YR1964,Belgium,BEL,..,..
1964,YR1964,Bermuda,BMU,..,..
1964,YR1964,British Virgin Islands,VGB,..,..
1964,YR1964,Brunei Darussalam,BRN,..,..
1964,YR1964,Canada,CAN,-0.918917885087005,..
1964,YR1964,Cayman Islands,CYM,..,..
1964,YR1964,Channel Islands,CHI,..,..
1964,YR1964,Chile,CHL,..,..
1964,YR1964,Croatia,HRV,..,..
1964,YR1964,Curacao,CUW,..,..
1964,YR1964,Cyprus,CYP,..,..
1964,YR1964,Czech Republic,CZE,..,..
1964,YR1964,Denmark,DNK,..,..
1964,YR1964,Estonia,EST,..,..
1964,YR1964,Faroe Islands,FRO,..,..
1964,YR1964,Finland,FIN,..,..
1964,YR1964,France,FRA,..,..
1964,YR1964,French Polynesia,PYF,..,..
1964,YR1964,Germany,DEU,..,..
1964,YR1964,Gibraltar,GIB,..,..
1964,YR1964,Greece,GRC,..,..
1964,YR1964,Greenland,GRL,..,..
1964,YR1964,Guam,GUM,..,..
1964,YR1964,China,HKG,..,..
1964,YR1964,Hungary,HUN,..,..
1964,YR1964,Iceland,ISL,..,..
1964,YR1964,Ireland,IRL,..,..
1964,YR1964,Isle of Man,IMN,..,..
1964,YR1964,Israel,ISR,0,..
1964,YR1964,Italy,ITA,..,..
1964,YR1964,Japan,JPN,..,..
1964,YR1964,Korea,KOR,..,..
1964,YR1964,Kuwait,KWT,..,..
1964,YR1964,Latvia,LVA,..,..
1964,YR1964,Liechtenstein,LIE,..,..
1964,YR1964,Lithuania,LTU,..,..
1964,YR1964,Luxembourg,LUX,..,..
1964,YR1964,Chinaa,MAC,..,..
1964,YR1964,Malta,MLT,..,..
1964,YR1964,Monaco,MCO,..,..
1964,YR1964,Nauru,NRU,..,..
1964,YR1964,Netherlands,NLD,..,..
1964,YR1964,New Caledonia,NCL,..,..
1964,YR1964,New Zealand,NZL,..,..
1964,YR1964,Northern Mariana Islands,MNP,..,..
1964,YR1964,Norway,NOR,..,..
1964,YR1964,Oman,OMN,..,..
1964,YR1964,Panama,PAN,..,..
1964,YR1964,Poland,POL,..,..
1964,YR1964,Portugal,PRT,..,..
1964,YR1964,Puerto Rico,PRI,..,..
1964,YR1964,Qatar,QAT,..,..
1964,YR1964,Romania,ROU,..,..
1964,YR1964,San Marino,SMR,..,..
1964,YR1964,Saudi Arabia,SAU,..,..
1964,YR1964,Seychelles,SYC,..,..
1964,YR1964,Singapore,SGP,..,..
1964,YR1964,Sint Maarten (Dutch part),SXM,..,..
1964,YR1964,Slovak Republic,SVK,..,..
1964,YR1964,Slovenia,SVN,..,..
1964,YR1964,Spain,ESP,..,..
1964,YR1964,St. Kitts and Nevis,KNA,..,..
1964,YR1964,St. Martin (French part),MAF,..,..
1964,YR1964,Sweden,SWE,..,..
1964,YR1964,Switzerland,CHE,..,..
1964,YR1964,Trinidad and Tobago,TTO,..,..
1964,YR1964,Turks and Caicos Islands,TCA,..,..
1964,YR1964,United Arab Emirates,ARE,..,..
1964,YR1964,United Kingdom,GBR,..,..
1964,YR1964,United States,USA,..,..
1964,YR1964,Uruguay,URY,..,..
1964,YR1964,Virgin Islands (U.S.),VIR,..,..
1965,YR1965,Andorra,AND,..,..
1965,YR1965,Antigua and Barbuda,ATG,..,..
1965,YR1965,Aruba,ABW,..,..
1965,YR1965,Australia,AUS,..,..
1965,YR1965,Austria,AUT,..,..
1965,YR1965,Bahamas,BHS,..,..
1965,YR1965,Bahrain,BHR,..,..
1965,YR1965,Barbados,BRB,..,..
1965,YR1965,Belgium,BEL,..,..
1965,YR1965,Bermuda,BMU,..,..
1965,YR1965,British Virgin Islands,VGB,..,..
1965,YR1965,Brunei Darussalam,BRN,..,..
1965,YR1965,Canada,CAN,-3.04099352440989,..
1965,YR1965,Cayman Islands,CYM,..,..
1965,YR1965,Channel Islands,CHI,..,..
1965,YR1965,Chile,CHL,..,..
1965,YR1965,Croatia,HRV,..,..
1965,YR1965,Curacao,CUW,..,..
1965,YR1965,Cyprus,CYP,..,..
1965,YR1965,Czech Republic,CZE,..,..
1965,YR1965,Denmark,DNK,..,..
1965,YR1965,Estonia,EST,..,..
1965,YR1965,Faroe Islands,FRO,..,..
1965,YR1965,Finland,FIN,..,..
1965,YR1965,France,FRA,..,..
1965,YR1965,French Polynesia,PYF,..,..
1965,YR1965,Germany,DEU,..,..
1965,YR1965,Gibraltar,GIB,..,..
1965,YR1965,Greece,GRC,..,..
1965,YR1965,Greenland,GRL,..,..
1965,YR1965,Guam,GUM,..,..
1965,YR1965,China,HKG,..,..
1965,YR1965,Hungary,HUN,..,..
1965,YR1965,Iceland,ISL,..,..
1965,YR1965,Ireland,IRL,..,..
1965,YR1965,Isle of Man,IMN,..,..
1965,YR1965,Israel,ISR,-5.18653321201092,..
1965,YR1965,Italy,ITA,..,..
1965,YR1965,Japan,JPN,..,..
1965,YR1965,Korea,KOR,..,..
1965,YR1965,Kuwait,KWT,..,..
1965,YR1965,Latvia,LVA,..,..
1965,YR1965,Liechtenstein,LIE,..,..
1965,YR1965,Lithuania,LTU,..,..
1965,YR1965,Luxembourg,LUX,..,..
1965,YR1965,Chinaa,MAC,..,..
1965,YR1965,Malta,MLT,..,..
1965,YR1965,Monaco,MCO,..,..
1965,YR1965,Nauru,NRU,..,..
1965,YR1965,Netherlands,NLD,..,..
1965,YR1965,New Caledonia,NCL,..,..
1965,YR1965,New Zealand,NZL,..,..
1965,YR1965,Northern Mariana Islands,MNP,..,..
1965,YR1965,Norway,NOR,..,..
1965,YR1965,Oman,OMN,..,..
1965,YR1965,Panama,PAN,..,..
1965,YR1965,Poland,POL,..,..
1965,YR1965,Portugal,PRT,..,..
1965,YR1965,Puerto Rico,PRI,..,..
1965,YR1965,Qatar,QAT,..,..
1965,YR1965,Romania,ROU,..,..
1965,YR1965,San Marino,SMR,..,..
1965,YR1965,Saudi Arabia,SAU,..,..
1965,YR1965,Seychelles,SYC,..,..
1965,YR1965,Singapore,SGP,..,..
1965,YR1965,Sint Maarten (Dutch part),SXM,..,..
1965,YR1965,Slovak Republic,SVK,..,..
1965,YR1965,Slovenia,SVN,..,..
1965,YR1965,Spain,ESP,..,..
1965,YR1965,St. Kitts and Nevis,KNA,..,..
1965,YR1965,St. Martin (French part),MAF,..,..
1965,YR1965,Sweden,SWE,..,..
1965,YR1965,Switzerland,CHE,..,..
1965,YR1965,Trinidad and Tobago,TTO,..,..
1965,YR1965,Turks and Caicos Islands,TCA,..,..
1965,YR1965,United Arab Emirates,ARE,..,..
1965,YR1965,United Kingdom,GBR,..,..
1965,YR1965,United States,USA,..,..
1965,YR1965,Uruguay,URY,..,..
1965,YR1965,Virgin Islands (U.S.),VIR,..,..
1966,YR1966,Andorra,AND,..,..
1966,YR1966,Antigua and Barbuda,ATG,..,..
1966,YR1966,Aruba,ABW,..,..
1966,YR1966,Australia,AUS,..,..
1966,YR1966,Austria,AUT,..,..
1966,YR1966,Bahamas,BHS,..,..
1966,YR1966,Bahrain,BHR,..,..
1966,YR1966,Barbados,BRB,..,..
1966,YR1966,Belgium,BEL,..,..
1966,YR1966,Bermuda,BMU,..,..
1966,YR1966,British Virgin Islands,VGB,..,..
1966,YR1966,Brunei Darussalam,BRN,..,..
1966,YR1966,Canada,CAN,-2.58415089618873,..
1966,YR1966,Cayman Islands,CYM,..,..
1966,YR1966,Channel Islands,CHI,..,..
1966,YR1966,Chile,CHL,..,..
1966,YR1966,Croatia,HRV,..,..
1966,YR1966,Curacao,CUW,..,..
1966,YR1966,Cyprus,CYP,..,..
1966,YR1966,Czech Republic,CZE,..,..
1966,YR1966,Denmark,DNK,..,..
1966,YR1966,Estonia,EST,..,..
1966,YR1966,Faroe Islands,FRO,..,..
1966,YR1966,Finland,FIN,..,..
1966,YR1966,France,FRA,..,..
1966,YR1966,French Polynesia,PYF,..,..
1966,YR1966,Germany,DEU,..,..
1966,YR1966,Gibraltar,GIB,..,..
1966,YR1966,Greece,GRC,..,..
1966,YR1966,Greenland,GRL,..,..
1966,YR1966,Guam,GUM,..,..
1966,YR1966,China,HKG,..,..
1966,YR1966,Hungary,HUN,..,..
1966,YR1966,Iceland,ISL,..,..
1966,YR1966,Ireland,IRL,..,..
1966,YR1966,Isle of Man,IMN,..,..
1966,YR1966,Israel,ISR,-4.02010050251256,..
1966,YR1966,Italy,ITA,..,..
1966,YR1966,Japan,JPN,..,..
1966,YR1966,Korea,KOR,..,..
1966,YR1966,Kuwait,KWT,..,..
1966,YR1966,Latvia,LVA,..,..
1966,YR1966,Liechtenstein,LIE,..,..
1966,YR1966,Lithuania,LTU,..,..
1966,YR1966,Luxembourg,LUX,..,..
1966,YR1966,Chinaa,MAC,..,..
1966,YR1966,Malta,MLT,..,..
1966,YR1966,Monaco,MCO,..,..
1966,YR1966,Nauru,NRU,..,..
1966,YR1966,Netherlands,NLD,..,..
1966,YR1966,New Caledonia,NCL,..,..
1966,YR1966,New Zealand,NZL,..,..
1966,YR1966,Northern Mariana Islands,MNP,..,..
1966,YR1966,Norway,NOR,..,..
1966,YR1966,Oman,OMN,..,..
1966,YR1966,Panama,PAN,..,..
1966,YR1966,Poland,POL,..,..
1966,YR1966,Portugal,PRT,..,..
1966,YR1966,Puerto Rico,PRI,..,..
1966,YR1966,Qatar,QAT,..,..
1966,YR1966,Romania,ROU,..,..
1966,YR1966,San Marino,SMR,..,..
1966,YR1966,Saudi Arabia,SAU,..,..
1966,YR1966,Seychelles,SYC,..,..
1966,YR1966,Singapore,SGP,..,..
1966,YR1966,Sint Maarten (Dutch part),SXM,..,..
1966,YR1966,Slovak Republic,SVK,..,..
1966,YR1966,Slovenia,SVN,..,..
1966,YR1966,Spain,ESP,..,..
1966,YR1966,St. Kitts and Nevis,KNA,..,..
1966,YR1966,St. Martin (French part),MAF,..,..
1966,YR1966,Sweden,SWE,..,..
1966,YR1966,Switzerland,CHE,..,..
1966,YR1966,Trinidad and Tobago,TTO,..,..
1966,YR1966,Turks and Caicos Islands,TCA,..,..
1966,YR1966,United Arab Emirates,ARE,..,..
1966,YR1966,United Kingdom,GBR,..,..
1966,YR1966,United States,USA,..,..
1966,YR1966,Uruguay,URY,..,..
1966,YR1966,Virgin Islands (U.S.),VIR,..,..
1967,YR1967,Andorra,AND,..,..
1967,YR1967,Antigua and Barbuda,ATG,..,..
1967,YR1967,Aruba,ABW,..,..
1967,YR1967,Australia,AUS,..,..
1967,YR1967,Austria,AUT,..,..
1967,YR1967,Bahamas,BHS,..,..
1967,YR1967,Bahrain,BHR,..,..
1967,YR1967,Barbados,BRB,..,..
1967,YR1967,Belgium,BEL,..,..
1967,YR1967,Bermuda,BMU,..,..
1967,YR1967,British Virgin Islands,VGB,..,..
1967,YR1967,Brunei Darussalam,BRN,..,..
1967,YR1967,Canada,CAN,-1.94749353730474,..
1967,YR1967,Cayman Islands,CYM,..,..
1967,YR1967,Channel Islands,CHI,..,..
1967,YR1967,Chile,CHL,..,..
1967,YR1967,Croatia,HRV,..,..
1967,YR1967,Curacao,CUW,..,..
1967,YR1967,Cyprus,CYP,..,..
1967,YR1967,Czech Republic,CZE,..,..
1967,YR1967,Denmark,DNK,..,..
1967,YR1967,Estonia,EST,..,..
1967,YR1967,Faroe Islands,FRO,..,..
1967,YR1967,Finland,FIN,..,..
1967,YR1967,France,FRA,..,..
1967,YR1967,French Polynesia,PYF,..,..
1967,YR1967,Germany,DEU,..,..
1967,YR1967,Gibraltar,GIB,..,..
1967,YR1967,Greece,GRC,..,..
1967,YR1967,Greenland,GRL,..,..
1967,YR1967,Guam,GUM,..,..
1967,YR1967,China,HKG,..,..
1967,YR1967,Hungary,HUN,..,..
1967,YR1967,Iceland,ISL,..,..
1967,YR1967,Ireland,IRL,..,..
1967,YR1967,Isle of Man,IMN,..,..
1967,YR1967,Israel,ISR,-0.496277915632754,..
1967,YR1967,Italy,ITA,..,..
1967,YR1967,Japan,JPN,..,..
1967,YR1967,Korea,KOR,..,..
1967,YR1967,Kuwait,KWT,..,..
1967,YR1967,Latvia,LVA,..,..
1967,YR1967,Liechtenstein,LIE,..,..
1967,YR1967,Lithuania,LTU,..,..
1967,YR1967,Luxembourg,LUX,..,..
1967,YR1967,Chinaa,MAC,..,..
1967,YR1967,Malta,MLT,..,..
1967,YR1967,Monaco,MCO,..,..
1967,YR1967,Nauru,NRU,..,..
1967,YR1967,Netherlands,NLD,2.42025237691129,..
1967,YR1967,New Caledonia,NCL,..,..
1967,YR1967,New Zealand,NZL,..,..
1967,YR1967,Northern Mariana Islands,MNP,..,..
1967,YR1967,Norway,NOR,..,..
1967,YR1967,Oman,OMN,..,..
1967,YR1967,Panama,PAN,..,..
1967,YR1967,Poland,POL,..,..
1967,YR1967,Portugal,PRT,..,..
1967,YR1967,Puerto Rico,PRI,..,..
1967,YR1967,Qatar,QAT,..,..
1967,YR1967,Romania,ROU,..,..
1967,YR1967,San Marino,SMR,..,..
1967,YR1967,Saudi Arabia,SAU,..,..
1967,YR1967,Seychelles,SYC,..,..
1967,YR1967,Singapore,SGP,..,..
1967,YR1967,Sint Maarten (Dutch part),SXM,..,..
1967,YR1967,Slovak Republic,SVK,..,..
